miRNA,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
hsa-miR-6718-5p,0,0,0,0
hsa-miR-6719-3p,0,0.029514125,0,0
hsa-miR-6720-3p,1.808106425,1.805280619,10.63241203,12.99925777
hsa-miR-6720-5p,0.424881405,0.944451986,7.429878285,6.189213103
hsa-miR-6721-5p,0,0.088542374,0,0
hsa-miR-6722-3p,0,0,0,0
hsa-miR-6722-5p,0,0,0,0
hsa-miR-6723-5p,0.084976281,0.147570623,4.782450391,6.265623142
hsa-miR-6726-3p,0.339905124,0.693581927,0.768608098,0.229230115
hsa-miR-6726-5p,0,0,0,0
hsa-miR-6727-3p,0.056650854,0,0,0
hsa-miR-6727-5p,0.028325427,0.029514125,0.256202699,0
hsa-miR-6728-3p,0,0,0,0
hsa-miR-6728-5p,0,0,0,0
hsa-miR-6729-3p,0.028325427,0.177084747,0,0
hsa-miR-6729-5p,0.056650854,0.059028249,0,0.305640153
hsa-miR-6730-3p,0.354067838,0.404343506,0,0
hsa-miR-6730-5p,0,0.147570623,0,0
hsa-miR-6731-3p,0,0,0,0
hsa-miR-6731-5p,0,0,0,0
hsa-miR-6732-3p,0.084976281,0,0.256202699,0
hsa-miR-6732-5p,0,0.029514125,0,0
hsa-miR-6733-3p,0.066092663,0.118056498,0,0
hsa-miR-6733-5p,1.954454465,2.169288155,2.049621596,3.209221609
hsa-miR-6734-3p,0.00123154,0.029514125,0,0
hsa-miR-6734-5p,0,0.103299436,0,0
hsa-miR-6735-3p,0.099138995,0.088542374,0.768608098,0.58740217
hsa-miR-6735-5p,0.288919356,0.600120533,0.512405399,0.229230115
hsa-miR-6736-3p,0,0,0,0
hsa-miR-6736-5p,0.056650854,0.147570623,0.768608098,0.229230115
hsa-miR-6737-3p,0,0,0,0
hsa-miR-6737-5p,0,0,0,0
hsa-miR-6738-3p,0.200638441,0.147570623,0,0
hsa-miR-6738-5p,0,0.029514125,0,0
hsa-miR-6739-3p,0.424881405,0.177084747,1.024810798,0.687690345
hsa-miR-6739-5p,0,0.029514125,0,0
hsa-miR-6740-3p,0,0,0,0
hsa-miR-6740-5p,0,0,0,0
hsa-miR-6741-3p,0.693972962,0.541092284,0.768608098,0.229230115
hsa-miR-6741-5p,0,0.029514125,0,0
hsa-miR-6742-3p,0.056650854,0.088542374,1.537216197,0
hsa-miR-6742-5p,0.028325427,0,0,0
hsa-miR-6743-3p,0,0.029514125,0,0
hsa-miR-6743-5p,0,0,0,0
hsa-miR-6744-3p,0,0,0,0
hsa-miR-6744-5p,0,0,0,0
hsa-miR-6745,0,0,0.256202699,0.229230115
hsa-miR-6746-3p,0.594833968,0.973966111,0.512405399,0
hsa-miR-6746-5p,0.226603416,0,0,0
hsa-miR-6747-3p,4.039520621,4.112301355,4.611648591,4.371745763
hsa-miR-6747-5p,0,0,0,0
hsa-miR-6748-3p,0.113301708,0.088542374,0.256202699,0
hsa-miR-6748-5p,0.028325427,0,0,0
hsa-miR-6749-3p,0.063732211,0.044271187,0,0
hsa-miR-6749-5p,0,0,0,0
hsa-miR-675-3p,0.254928843,0.177084747,0,0.229230115
hsa-miR-675-5p,0.343951614,0.118056498,0.256202699,0
hsa-miR-6750-3p,0.084976281,0.029514125,0,0
hsa-miR-6750-5p,0.113301708,0.177084747,0.512405399,1.146150575
hsa-miR-6751-3p,0.028325427,0,0,0.229230115
hsa-miR-6751-5p,0,0,0,0
hsa-miR-6752-3p,0.028325427,0.029514125,0,0
hsa-miR-6752-5p,0,0,0,0
hsa-miR-6753-3p,0.212440703,0.029514125,0.12810135,0.802305402
hsa-miR-6753-5p,0,0.029514125,0,0
hsa-miR-6754-3p,0,0.059028249,0,0
hsa-miR-6754-5p,0,0.029514125,0,0.229230115
hsa-miR-6755-3p,0.056650854,0.029514125,0,0
hsa-miR-6755-5p,0,0.088542374,0,0
hsa-miR-6756-3p,0,0.009838042,0,0
hsa-miR-6756-5p,0,0,0,0
hsa-miR-6757-3p,0.056650854,0,0,0
hsa-miR-6757-5p,0,0.118056498,0,0
hsa-miR-6758-3p,0.354067838,0.250870059,0.256202699,0.229230115
hsa-miR-6758-5p,0,0.029514125,0,0
hsa-miR-6759-3p,0,0,0,0
hsa-miR-6759-5p,0.028325427,0.059028249,0,0
hsa-miR-676-3p,0,0,1.024810798,0.229230115
hsa-miR-676-5p,0,0,0,0
hsa-miR-6760-3p,0,0,0,0
hsa-miR-6760-5p,0,0,0,0
hsa-miR-6761-3p,0.084976281,0.088542374,0,0
hsa-miR-6761-5p,0.141627135,0.118056498,0,0
hsa-miR-6762-3p,0,0.044271187,0,0
hsa-miR-6762-5p,0.028325427,0.029514125,0,0
hsa-miR-6763-3p,0,0,0,0
hsa-miR-6763-5p,0.014162714,0.014757062,0,0
hsa-miR-6764-3p,0,0,0,0
hsa-miR-6764-5p,0.141627135,0.147570623,0,0
hsa-miR-6765-3p,0,0,0.256202699,0.229230115
hsa-miR-6765-5p,0,0,0,0
hsa-miR-6766-3p,0.056650854,0,0,0.12894194
hsa-miR-6766-5p,0.056650854,0,0,0
hsa-miR-6767-3p,0,0,0,0
hsa-miR-6767-5p,0,0.059028249,0,0
hsa-miR-6768-3p,0,0,0,0
hsa-miR-6768-5p,0,0,0,0
hsa-miR-6769a-3p,0,0,0,0
hsa-miR-6769a-5p,0,0.029514125,0,0.229230115
hsa-miR-6769b-3p,0.172785105,0.268578534,0,0
hsa-miR-6769b-5p,0,0,0,0
hsa-miR-6770-3p,0.76211135,0.45189404,0.768608098,0.932202467
hsa-miR-6770-5p,0.00404649,0.029514125,0.109801157,0.032747159
hsa-miR-6771-3p,0,0,0,0
hsa-miR-6771-5p,0,0,0,0
hsa-miR-6772-3p,0.113301708,0.088542374,0,0
hsa-miR-6772-5p,0,0,0,0
hsa-miR-6773-3p,0,0,0,0
hsa-miR-6773-5p,0,0,0,0
hsa-miR-6774-3p,0,0,0,0
hsa-miR-6774-5p,0,0,0,0
hsa-miR-6775-3p,1.406492335,1.612736092,2.305824295,2.292301149
hsa-miR-6775-5p,0,0,0,0
hsa-miR-6776-3p,0,0,0,0
hsa-miR-6776-5p,0,0,0,0
hsa-miR-6777-3p,0,0,0.256202699,0.229230115
hsa-miR-6777-5p,0.028325427,0,0,0
hsa-miR-6778-3p,0,0,0,0
hsa-miR-6778-5p,0,0,0,0
hsa-miR-6779-3p,0,0,0,0
hsa-miR-6779-5p,0.084976281,0.044271187,0,0
hsa-miR-6780a-3p,0.113301708,0.029514125,0.256202699,0.45846023
hsa-miR-6780a-5p,0.169952562,0,0,0
hsa-miR-6780b-3p,0,0,0,0
hsa-miR-6780b-5p,0,0,0,0
hsa-miR-6781-3p,0,0,0,0
hsa-miR-6781-5p,0.113301708,0,0,0
hsa-miR-6782-3p,0,0.029514125,0,0
hsa-miR-6782-5p,0,0,0,0
hsa-miR-6783-3p,0.014162714,0.221355934,0.256202699,0.45846023
hsa-miR-6783-5p,0,0,0,0
hsa-miR-6784-3p,1.336960156,0.983804152,0.256202699,0.91692046
hsa-miR-6784-5p,0.028325427,0.029514125,0,0
hsa-miR-6785-3p,0,0,0,0
hsa-miR-6785-5p,0,0,0,0
hsa-miR-6786-3p,0.368230551,0.32465537,0.768608098,0.229230115
hsa-miR-6786-5p,0,0,0,0
hsa-miR-6787-3p,0.672728892,0.413602047,0.256202699,0.229230115
hsa-miR-6787-5p,0.033990512,0,0,0
hsa-miR-6788-3p,0.084976281,0.029514125,0,0
hsa-miR-6788-5p,0,0,0,0
hsa-miR-6789-3p,0.814356027,0.826395488,1.281013497,0.687690345
hsa-miR-6789-5p,0,0,0,0
hsa-miR-6790-3p,0.056650854,0.088542374,0,0
hsa-miR-6790-5p,0,0,0,0
hsa-miR-6791-3p,0.084976281,0.354169495,0.256202699,0.229230115
hsa-miR-6791-5p,0,0.059028249,0,0
hsa-miR-6792-3p,0,0,0,0
hsa-miR-6792-5p,0,0,0,0
hsa-miR-6793-3p,0.028325427,0,0,0
hsa-miR-6793-5p,0,0,0,0
hsa-miR-6794-3p,0,0,0,0
hsa-miR-6794-5p,0,0,0,0
hsa-miR-6795-3p,0,0,0,0
hsa-miR-6795-5p,0,0,0,0
hsa-miR-6796-3p,0,0,0,0
hsa-miR-6796-5p,0.113301708,0.029514125,0,0
hsa-miR-6797-3p,0,0,0,0
hsa-miR-6797-5p,0.028325427,0.029514125,0,0
hsa-miR-6798-3p,0.434323214,0.32465537,0.768608098,0.802305402
hsa-miR-6798-5p,0,0,0,0
hsa-miR-6799-3p,0.028325427,0.029514125,0,0
hsa-miR-6799-5p,0,0,0,0
hsa-miR-6800-3p,0,0,0.512405399,0
hsa-miR-6800-5p,0,0,0,0
hsa-miR-6801-3p,0.028325427,0,0,0
hsa-miR-6801-5p,0,0,0,0
hsa-miR-6802-3p,0.056650854,0.029514125,0,0
hsa-miR-6802-5p,0,0.029514125,0,0
hsa-miR-6803-3p,0.226603416,0.295141246,0,0
hsa-miR-6803-5p,0,0,0,0
hsa-miR-6804-3p,0.068453115,0,0,0
hsa-miR-6804-5p,0,0.029514125,0.256202699,0
hsa-miR-6805-3p,0,0,0.435544589,0.229230115
hsa-miR-6805-5p,0,0,0,0.45846023
hsa-miR-6806-3p,0.311579697,0.32465537,0,0
hsa-miR-6806-5p,0,0,0,0
hsa-miR-6807-3p,0,0,0,0
hsa-miR-6807-5p,0,0,0.256202699,0.229230115
hsa-miR-6808-3p,0.339905124,0.147570623,0.512405399,0.687690345
hsa-miR-6808-5p,0,0,0,0
hsa-miR-6809-3p,0,0,0,0
hsa-miR-6809-5p,0.205359346,0.147570623,0,0
hsa-miR-6810-3p,0,0.059028249,0,0
hsa-miR-6810-5p,0.056650854,0,0,0
hsa-miR-6811-3p,0,0,0,0
hsa-miR-6811-5p,0,0,0,0
hsa-miR-6812-3p,0.070813568,0.059028249,0,0
hsa-miR-6812-5p,0,0,0,0
hsa-miR-6813-3p,0,0,0,0
hsa-miR-6813-5p,0.028325427,0,0,0.076410038
hsa-miR-6814-3p,0,0,0,0
hsa-miR-6814-5p,0,0,0,0.229230115
hsa-miR-6815-3p,0.453206832,0.304979287,0,0
hsa-miR-6815-5p,0.084976281,0.206598872,0.256202699,0.45846023
hsa-miR-6816-3p,0.311579697,0.354169495,0,0
hsa-miR-6816-5p,0.028325427,0,0,0
hsa-miR-6817-3p,0.184115276,0,0,0.45846023
hsa-miR-6817-5p,0,0,0,0
hsa-miR-6818-3p,0.084976281,0.118056498,0.256202699,0
hsa-miR-6818-5p,0.743542459,0.900180799,1.281013497,1.604610805
hsa-miR-6819-3p,0.084976281,0.088542374,0.256202699,0
hsa-miR-6819-5p,0.028325427,0.029514125,0,0
hsa-miR-6820-3p,0.028325427,0.12789454,0,0
hsa-miR-6820-5p,0.325742411,0.280384183,0.256202699,0
hsa-miR-6821-3p,0,0,0.512405399,0.229230115
hsa-miR-6821-5p,0,0,17.67798627,20.7453254
hsa-miR-6822-3p,0,0,0,0
hsa-miR-6822-5p,0.056650854,0.118056498,0.512405399,0
hsa-miR-6823-3p,0,0,0,0
hsa-miR-6823-5p,0.056650854,0,0,0
hsa-miR-6824-3p,0,0,0,0
hsa-miR-6824-5p,0,0,0,0
hsa-miR-6825-3p,0,0.029514125,0,0
hsa-miR-6825-5p,0,0.029514125,0,0
hsa-miR-6826-3p,0.028325427,0.029514125,0,0
hsa-miR-6826-5p,0.290335627,0.506659138,0.832658773,0.229230115
hsa-miR-6827-3p,0,0.014757062,0,0
hsa-miR-6827-5p,4.270530214,4.00184698,0.768608098,0.687690345
hsa-miR-6828-3p,0,0,0,0
hsa-miR-6828-5p,0.113301708,0.029514125,0,0
hsa-miR-6829-3p,0,0.029514125,0,0
hsa-miR-6829-5p,0,0.032465537,0,0
hsa-miR-6830-3p,0,0.059028249,0,0
hsa-miR-6830-5p,0,0,0,0
hsa-miR-6831-3p,0,0,0,0
hsa-miR-6831-5p,0,0,0,0
hsa-miR-6832-3p,0.056650854,0,0,0
hsa-miR-6832-5p,0,0.029514125,0,0
hsa-miR-6833-3p,0.024548703,0.029514125,0,0
hsa-miR-6833-5p,0.056650854,0,0,0
hsa-miR-6834-3p,0,0.029514125,0.512405399,0.91692046
hsa-miR-6834-5p,0,0,0,0
hsa-miR-6835-3p,0,0,0,0
hsa-miR-6835-5p,0,0,0,0.229230115
hsa-miR-6836-3p,0,0,0,0
hsa-miR-6836-5p,0,0,0,0
hsa-miR-6837-3p,0.410718692,0.486983055,0.256202699,0.45846023
hsa-miR-6837-5p,0.158150301,0.269316387,0,0.534870268
hsa-miR-6838-3p,0.042488141,0.029514125,0,0
hsa-miR-6838-5p,0.679810249,0.914937861,0.768608098,1.489995747
hsa-miR-6839-3p,0,0,0,0
hsa-miR-6839-5p,0,0,0,0
hsa-miR-6840-3p,0,0,0,0
hsa-miR-6840-5p,0.56650854,0.531254242,1.537216197,1.146150575
hsa-miR-6841-3p,0,0,0,0
hsa-miR-6841-5p,0,0,0,0
hsa-miR-6842-3p,1.85531547,1.841470557,0.512405399,1.604610805
hsa-miR-6842-5p,0.084976281,0.029514125,0,0
hsa-miR-6843-3p,0,0,0,0
hsa-miR-6844,0,0,0,0
hsa-miR-6845-3p,0,0,0,0
hsa-miR-6845-5p,0.070813568,0.035416949,0.512405399,0.45846023
hsa-miR-6846-3p,0,0,0,0
hsa-miR-6846-5p,0,0,0,0
hsa-miR-6847-3p,0,0,0,0
hsa-miR-6847-5p,0,0,0,0
hsa-miR-6848-3p,0,0,0,0
hsa-miR-6848-5p,0,0,0,0
hsa-miR-6849-3p,0,0.118056498,0,0.45846023
hsa-miR-6849-5p,0,0,0,0
hsa-miR-6850-3p,0.056650854,0.088542374,0.256202699,0
hsa-miR-6850-5p,0.056650854,0,0,0.229230115
hsa-miR-6851-3p,0.028325427,0.059028249,0.768608098,0.91692046
hsa-miR-6851-5p,0,0.014757062,1.024810798,0
hsa-miR-6852-3p,0,0.034433145,0,0
hsa-miR-6852-5p,3.523683122,3.349853138,1.537216197,2.979991494
hsa-miR-6853-3p,0.821437384,0.531254242,0,0
hsa-miR-6853-5p,0,0,0,0
hsa-miR-6854-3p,0.184115276,0.118056498,0.256202699,0.45846023
hsa-miR-6854-5p,0.821437384,0.442711868,0.512405399,0.45846023
hsa-miR-6855-3p,0.056650854,0.059028249,0,0
hsa-miR-6855-5p,0,0,0,0
hsa-miR-6856-3p,0,0,0,0
hsa-miR-6856-5p,0,0,0,0
hsa-miR-6857-3p,0.056650854,0,0.512405399,0
hsa-miR-6857-5p,0,0,0,0
hsa-miR-6858-3p,0.226603416,0.009838042,0.394157999,0.114615057
hsa-miR-6858-5p,0.084976281,0.118056498,0.768608098,0.687690345
hsa-miR-6859-3p,0.007081357,0,0,0
hsa-miR-6859-5p,0.049605262,0.035886492,0.064050675,0
hsa-miR-6860,0,0,0,0
hsa-miR-6861-3p,0.042488141,0,0,0
hsa-miR-6861-5p,0.028325427,0,0,0
hsa-miR-6862-3p,0.056650854,0.024595104,0,0.229230115
hsa-miR-6862-5p,0.151068944,0.073785311,0,0
hsa-miR-6863,0,0,0,0
hsa-miR-6864-3p,0,0,0,0
hsa-miR-6864-5p,0.028325427,0.059028249,0.256202699,0.229230115
hsa-miR-6865-3p,0,0,0,0
hsa-miR-6865-5p,0,0,0,0
hsa-miR-6866-3p,0.113301708,0.029514125,0,0.343845172
hsa-miR-6866-5p,0.665647535,0.619796616,0.256202699,0.687690345
hsa-miR-6867-3p,0,0,0,0
hsa-miR-6867-5p,0,0,0,0
hsa-miR-6868-3p,2.970459372,2.75751674,5.12405399,4.164347088
hsa-miR-6868-5p,0,0,0,0
hsa-miR-6869-3p,0,0,0,0
hsa-miR-6869-5p,0.028325427,0,0,0
hsa-miR-6870-3p,0,0.029514125,0,0
hsa-miR-6870-5p,0,0,0,0
hsa-miR-6871-3p,0.349346933,0.250870059,1.024810798,0.45846023
hsa-miR-6871-5p,0,0.029514125,0.256202699,0
hsa-miR-6872-3p,0,0,0,0
hsa-miR-6872-5p,0.113301708,0.059028249,0,0
hsa-miR-6873-3p,0,0,0,0
hsa-miR-6873-5p,0.028325427,0.147570623,0,0
hsa-miR-6874-3p,0,0.029514125,0,0
hsa-miR-6874-5p,0,0,0,0
hsa-miR-6875-3p,0.028325427,0.029514125,0.256202699,0
hsa-miR-6875-5p,0.515522772,0.371386067,0.064050675,0.687690345
hsa-miR-6876-3p,0,0,0.256202699,0
hsa-miR-6876-5p,0.169952562,0,0,0
hsa-miR-6877-3p,0,0,0,0
hsa-miR-6877-5p,0.750623816,0.619796616,1.537216197,2.521531264
hsa-miR-6878-3p,0,0,0,0
hsa-miR-6878-5p,0,0,0,0
hsa-miR-6879-3p,0,0,0,0
hsa-miR-6879-5p,0,0,0,0
hsa-miR-6880-3p,0.056650854,0,0,0
hsa-miR-6880-5p,0,0.044271187,0,0
hsa-miR-6881-3p,0.084976281,0.177084747,0,0
hsa-miR-6881-5p,0,0.029514125,0,0
hsa-miR-6882-3p,0,0,0,0
hsa-miR-6882-5p,0.198277989,0.383683619,0.256202699,0
hsa-miR-6883-3p,0,0,0,0
hsa-miR-6883-5p,0,0,0,0
hsa-miR-6884-3p,0.056650854,0,0,0.229230115
hsa-miR-6884-5p,0.084976281,0,0,0
hsa-miR-6885-3p,0.066092663,0.014757062,0,0.114615057
hsa-miR-6885-5p,0.028325427,0.029514125,0,0
hsa-miR-6886-3p,0,0.029806344,0,0
hsa-miR-6886-5p,0.481532259,0.383683619,0.256202699,0.229230115
hsa-miR-6887-3p,0,0,0,0
hsa-miR-6887-5p,0,0,0,0
hsa-miR-6888-3p,0.088516959,0.088542374,0,0
hsa-miR-6888-5p,0,0,0,0
hsa-miR-6889-3p,0.116842386,0,0,0
hsa-miR-6889-5p,0.056650854,0.029514125,0,0.229230115
hsa-miR-6890-3p,0,0,0,0
hsa-miR-6890-5p,0,0,0,0
hsa-miR-6891-3p,0,0,0,0
hsa-miR-6891-5p,0,0,0,0
hsa-miR-6892-3p,0,0.029514125,0,0
hsa-miR-6892-5p,0.481532259,0.295141246,0.768608098,1.37538069
hsa-miR-6893-3p,0,0,0,0
hsa-miR-6893-5p,0,0,0.256202699,0
hsa-miR-6894-3p,0.511746048,0.651278349,1.024810798,0.229230115
hsa-miR-6894-5p,0,0,0,0
hsa-miR-6895-3p,0,0.029514125,0,0
hsa-miR-6895-5p,0.084976281,0,0,0
hsa-miR-7-1-3p,4.579328683,4.634359167,2.562026995,4.355372184
hsa-miR-7-2-3p,0,0,0.256202699,0
hsa-miR-7-5p,36.71560156,40.99194051,129.9789495,143.3261294
hsa-miR-708-3p,4.826968296,5.057630994,8.700298005,10.67985746
hsa-miR-708-5p,26.32248081,27.11569304,37.49230908,48.2898733
hsa-miR-7106-3p,0.028325427,0.059028249,0,0.229230115
hsa-miR-7106-5p,0,0,0,0
hsa-miR-7107-3p,0,0,0,0
hsa-miR-7107-5p,0,0,0,0
hsa-miR-7108-3p,0,0,0,0
hsa-miR-7108-5p,0,0,0,0
hsa-miR-7109-3p,0,0,0,0
hsa-miR-7109-5p,0.141627135,0.147570623,0,0
hsa-miR-711,0,0,0,0
hsa-miR-7110-3p,0.070813568,0.364007536,0,0.305640153
hsa-miR-7110-5p,0,0,0,0
hsa-miR-7111-3p,0.028325427,0,0.512405399,0.229230115
hsa-miR-7111-5p,0.028325427,0.029514125,0,0.114615057
hsa-miR-7112-3p,0,0.014757062,0,0
hsa-miR-7112-5p,0,0,0,0
hsa-miR-7113-3p,0,0,0,0
hsa-miR-7113-5p,0.056650854,0.147570623,0.256202699,0.45846023
hsa-miR-7114-3p,0.028325427,0,0.256202699,0
hsa-miR-7114-5p,0.11519007,0.029514125,0.512405399,0.687690345
hsa-miR-7150,0,0,0,0
hsa-miR-7151-3p,0,0,0,0
hsa-miR-7151-5p,0,0,0,0
hsa-miR-7152-3p,0,0,0,0
hsa-miR-7152-5p,0,0,0,0
hsa-miR-7153-3p,0,0,0,0
hsa-miR-7153-5p,0,0,0,0
hsa-miR-7154-3p,0,0,0,0
hsa-miR-7154-5p,0,0,0,0
hsa-miR-7155-3p,0.600499053,0.432873827,0,0.45846023
hsa-miR-7155-5p,0.169952562,0.029514125,0,0
hsa-miR-7156-3p,0,0,0,0
hsa-miR-7156-5p,0,0,0,0
hsa-miR-7157-3p,0,0,0,0
hsa-miR-7157-5p,0,0,0,0
hsa-miR-7158-3p,0,0,0,0
hsa-miR-7158-5p,0,0,0,0
hsa-miR-7159-3p,0,0,0,0
hsa-miR-7159-5p,0,0,0,0
hsa-miR-7160-3p,0,0,0,0
hsa-miR-7160-5p,0,0,0,0
hsa-miR-7161-3p,0,0,0,0
hsa-miR-7161-5p,0,0,0,0
hsa-miR-7162-3p,0,0,0,0
hsa-miR-7162-5p,0,0,0,0
hsa-miR-718,0,0,0,0
hsa-miR-744-3p,7.833646774,7.099180365,7.942283684,7.335363678
hsa-miR-744-5p,781.1990125,785.3627978,816.8254465,813.9834031
hsa-miR-7515,0,0,0,0
hsa-miR-758-3p,559.1436045,556.6855092,1122.73452,1137.938679
hsa-miR-758-5p,14.55926949,15.30799261,26.90128345,28.42453425
hsa-miR-759,0,0,0,0
hsa-miR-760,2.742845517,3.307631543,25.72702107,25.90300299
hsa-miR-761,0,0,0,0
hsa-miR-762,0,0,0,0
hsa-miR-764,0,0,0,0
hsa-miR-7641,0,0,0,0
hsa-miR-765,0.077894924,0.029514125,0,0
hsa-miR-766-3p,2.725647936,2.454591359,4.184644092,3.362041686
hsa-miR-766-5p,0.793111957,0.855909612,1.793418896,2.292301149
hsa-miR-767-3p,0,0,0,0
hsa-miR-767-5p,0.028325427,0.029514125,0.512405399,0.229230115
hsa-miR-769-3p,2.266034162,1.449881369,8.710891783,9.627664827
hsa-miR-769-5p,441.2794558,474.7802911,858.1306081,859.3291879
hsa-miR-770-5p,0.424881405,0.442711868,0.512405399,0.91692046
hsa-miR-7702,0,0,0,0
hsa-miR-7703,0.084976281,0.265627121,0.640506749,0.573075287
hsa-miR-7704,0,0,0,0
hsa-miR-7705,0.490974068,0.295141246,2.241773621,6.189213103
hsa-miR-7706,10.31187171,9.023451682,5.508358039,6.43928232
hsa-miR-7843-3p,0,0,0,0
hsa-miR-7843-5p,0,0,0,0
hsa-miR-7844-5p,0,0,0,0
hsa-miR-7845-5p,0.028325427,0.059028249,0,0
hsa-miR-7846-3p,0,0,0,0
hsa-miR-7847-3p,0,0,0,0
hsa-miR-7848-3p,0,0,0,0
hsa-miR-7849-3p,0,0,0,0
hsa-miR-7850-5p,0,0,0,0
hsa-miR-7851-3p,0,0,0,0
hsa-miR-7852-3p,0,0,0,0
hsa-miR-7853-5p,0,0,0,0
hsa-miR-7854-3p,0.821437384,0.664067803,1.024810798,0.45846023
hsa-miR-7855-5p,0,0,0,0
hsa-miR-7856-5p,0,0,0,0
hsa-miR-7973,0,0,0,0
hsa-miR-7974,3.99388521,4.235276874,45.34787781,46.30448322
hsa-miR-7975,0.005665085,0.005902825,0.314341004,0.137538069
hsa-miR-7976,24.58067069,24.78372589,23.05824295,26.43787326
hsa-miR-7977,45.05011921,39.20092962,107.5633483,102.9597977
hsa-miR-7978,0,0,0,0
hsa-miR-802,0,0,0,0
hsa-miR-8052,0,0,0,0
hsa-miR-8053,0,0,0,0
hsa-miR-8054,0,0,0,0
hsa-miR-8055,0,0,0,0
hsa-miR-8056,0,0,0,0
hsa-miR-8057,0,0,0,0
hsa-miR-8058,0,0,0,0
hsa-miR-8059,0,0,0,0
hsa-miR-8060,0,0,0,0
hsa-miR-8061,0,0,0,0
hsa-miR-8062,0,0,0,0
hsa-miR-8063,0,0,0,0
hsa-miR-8064,0,0,0,0
hsa-miR-8065,0,0,0,0
hsa-miR-8066,0,0,0,0
hsa-miR-8067,0,0,0,0
hsa-miR-8068,0,0,0,0
hsa-miR-8069,0,0,0,0
hsa-miR-8070,0,0,0,0
hsa-miR-8071,0,0,0,0
hsa-miR-8072,0,0,0,0
hsa-miR-8073,0,0,0,0
hsa-miR-8074,0,0,0,0
hsa-miR-8075,0,0,0,0
hsa-miR-8076,0,0,0,0
hsa-miR-8077,0,0,0,0
hsa-miR-8078,0,0,0,0
hsa-miR-8079,0,0,0,0
hsa-miR-8080,0,0,0,0
hsa-miR-8081,0,0,0,0
hsa-miR-8082,0,0,0,0
hsa-miR-8083,0,0,0,0
hsa-miR-8084,0,0,0,0
hsa-miR-8085,0,0,0,0
hsa-miR-8086,0,0,0,0
hsa-miR-8087,0,0,0,0
hsa-miR-8088,0,0,0,0
hsa-miR-8089,0,0,0,0
hsa-miR-873-3p,0,0,3.586837793,3.667681839
hsa-miR-873-5p,0,0,7.130975136,5.501522759
hsa-miR-874-3p,252.552812,273.4721393,139.6731717,134.9210252
hsa-miR-874-5p,0.28325427,0.206598872,0,0
hsa-miR-875-3p,0,0,0,0
hsa-miR-875-5p,0,0,0,0
hsa-miR-876-3p,0,0,0,0
hsa-miR-876-5p,0,0,0.256202699,0
hsa-miR-877-3p,0.000515008,0.014757062,1.537216197,0.573075287
hsa-miR-877-5p,1.883640897,1.603600768,2.903630594,2.266831137
hsa-miR-885-3p,0,0,0,0
hsa-miR-885-5p,0,0,0,0
hsa-miR-887-3p,6.387383794,7.175211615,19.98381056,17.45969375
hsa-miR-887-5p,20.42546543,19.39405918,21.64912811,20.70712038
hsa-miR-888-3p,0,0,0,0
hsa-miR-888-5p,0,0,0,0.45846023
hsa-miR-889-3p,514.9293541,511.5855376,771.2024558,790.5000514
hsa-miR-889-5p,1.444596778,1.623276851,6.917472886,8.023054023
hsa-miR-890,0,0,0,0
hsa-miR-891a-3p,0,0,0,0
hsa-miR-891a-5p,0,0,0.768608098,0.687690345
hsa-miR-891b,0,0,0,0
hsa-miR-892a,0,0,0.512405399,0.45846023
hsa-miR-892b,0,0,0,0
hsa-miR-892c-3p,0,0,0,0
hsa-miR-892c-5p,0,0,0,0
hsa-miR-9-3p,0.113301708,0.177084747,51.62484395,45.92243303
hsa-miR-9-5p,0.113301708,0.295141246,70.39169169,67.73749896
hsa-miR-920,0,0,0,0
hsa-miR-921,0,0,0,0
hsa-miR-922,0.028325427,0,0,0
hsa-miR-924,0,0,0,0
hsa-miR-92a-1-5p,5.920014248,7.05387577,12.55393228,13.52457678
hsa-miR-92a-2-5p,0,0,0.256202699,0
hsa-miR-92a-3p,4523.702673,4558.101911,8565.81433,8581.908911
hsa-miR-92b-3p,430.2377773,462.279487,387.9568786,405.2788432
hsa-miR-92b-5p,1.954454465,2.749732605,0.512405399,1.37538069
hsa-miR-93-3p,24.05820144,22.87652092,50.17302865,41.19265165
hsa-miR-93-5p,33.30362082,30.55695696,26.47427895,22.00609103
hsa-miR-933,0.920576378,1.003480235,1.152912148,1.604610805
hsa-miR-934,0,0,0,0
hsa-miR-935,0.084976281,0.206598872,1.793418896,0.91692046
hsa-miR-936,0,0,0,0
hsa-miR-937-3p,1.718409239,2.036474595,5.892662088,3.247426628
hsa-miR-937-5p,0,0.009838042,0.819848638,1.612251808
hsa-miR-938,0,0,0.014233483,0
hsa-miR-939-3p,0.069397296,0,0.05124054,0.733536368
hsa-miR-939-5p,0.061371759,0.269316387,1.195612598,0.191025096
hsa-miR-940,1.670019968,1.668609511,5.995143168,7.908438965
hsa-miR-941,0,0.009838042,0,0.038205019
hsa-miR-942-3p,0.906413665,0.457468931,1.537216197,2.292301149
hsa-miR-942-5p,6.221814929,6.903845637,11.82802463,9.873268522
hsa-miR-943,0.76478653,0.560768367,1.537216197,0.534870268
hsa-miR-944,0,0,0.256202699,0
hsa-miR-95-3p,1.210912005,1.534734477,7.771481885,9.994433011
hsa-miR-95-5p,0,0,0,0
hsa-miR-96-3p,0,0,0,0.229230115
